time,signal
3.26000000000003e+00,5.65000000000008e-01
3.27000000000003e+00,5.67500000000008e-01
3.28000000000003e+00,5.70000000000008e-01
3.29000000000003e+00,5.72500000000008e-01
3.30000000000003e+00,5.75000000000008e-01
3.31000000000003e+00,5.77500000000008e-01
3.32000000000003e+00,5.80000000000008e-01
3.33000000000003e+00,5.82500000000008e-01
3.34000000000003e+00,5.85000000000008e-01
3.35000000000003e+00,5.87500000000008e-01
3.36000000000003e+00,5.90000000000008e-01
3.37000000000003e+00,5.92500000000008e-01
3.38000000000003e+00,5.95000000000009e-01
3.39000000000003e+00,5.97500000000009e-01
3.40000000000003e+00,6.00000000000009e-01
3.41000000000003e+00,6.02500000000009e-01
3.42000000000004e+00,6.05000000000009e-01
3.43000000000004e+00,6.07500000000009e-01
3.44000000000004e+00,6.10000000000009e-01
3.45000000000004e+00,6.12500000000009e-01
3.46000000000004e+00,6.15000000000009e-01
3.47000000000004e+00,6.17500000000009e-01
3.48000000000004e+00,6.20000000000009e-01
3.49000000000004e+00,6.22500000000009e-01
3.50000000000004e+00,6.25000000000009e-01
3.51000000000004e+00,6.27500000000009e-01
3.52000000000004e+00,6.30000000000009e-01
3.53000000000004e+00,6.32500000000009e-01
3.54000000000004e+00,6.35000000000009e-01
3.55000000000004e+00,6.37500000000010e-01
3.56000000000004e+00,6.40000000000010e-01
3.57000000000004e+00,6.42500000000010e-01
3.58000000000004e+00,6.45000000000010e-01
3.59000000000004e+00,6.47500000000010e-01
3.60000000000004e+00,6.50000000000010e-01
3.61000000000004e+00,6.52500000000010e-01
3.62000000000004e+00,6.55000000000010e-01
3.63000000000004e+00,6.57500000000010e-01
3.64000000000004e+00,6.60000000000010e-01
3.65000000000004e+00,6.62500000000010e-01
3.66000000000004e+00,6.65000000000010e-01
3.67000000000004e+00,6.67500000000010e-01
3.68000000000004e+00,6.70000000000010e-01
3.69000000000004e+00,6.72500000000010e-01
3.70000000000004e+00,6.75000000000010e-01
3.71000000000004e+00,6.77500000000010e-01
3.72000000000004e+00,6.80000000000010e-01
3.73000000000004e+00,6.82500000000011e-01
3.74000000000004e+00,6.85000000000011e-01
3.75000000000004e+00,6.87500000000011e-01
3.76000000000004e+00,6.90000000000011e-01
3.77000000000004e+00,6.92500000000011e-01
3.78000000000004e+00,6.95000000000011e-01
3.79000000000004e+00,6.97500000000011e-01
3.80000000000004e+00,7.00000000000011e-01
3.81000000000004e+00,7.02500000000011e-01
3.82000000000004e+00,7.05000000000011e-01
3.83000000000004e+00,7.07500000000011e-01
3.84000000000004e+00,7.10000000000011e-01
3.85000000000004e+00,7.12500000000011e-01
3.86000000000005e+00,7.15000000000011e-01
3.87000000000005e+00,7.17500000000011e-01
3.88000000000005e+00,7.20000000000011e-01
3.89000000000005e+00,7.22500000000011e-01
3.90000000000005e+00,7.25000000000012e-01
3.91000000000005e+00,7.27500000000012e-01
3.92000000000005e+00,7.30000000000012e-01
3.93000000000005e+00,7.32500000000012e-01
3.94000000000005e+00,7.35000000000012e-01
3.95000000000005e+00,7.37500000000012e-01
3.96000000000005e+00,7.40000000000012e-01
3.97000000000005e+00,7.42500000000012e-01
3.98000000000005e+00,7.45000000000012e-01
3.99000000000005e+00,7.47500000000012e-01
4.00000000000005e+00,7.50000000000012e-01
4.01000000000005e+00,7.52500000000012e-01
4.02000000000005e+00,7.55000000000012e-01
4.03000000000005e+00,7.57500000000012e-01
4.04000000000005e+00,7.60000000000012e-01
4.05000000000005e+00,7.62500000000012e-01
4.06000000000005e+00,7.65000000000012e-01
4.07000000000005e+00,7.67500000000012e-01
4.08000000000005e+00,7.70000000000012e-01
4.09000000000005e+00,7.72500000000012e-01
4.10000000000005e+00,7.75000000000011e-01
4.11000000000005e+00,7.77500000000011e-01
4.12000000000005e+00,7.80000000000011e-01
4.13000000000005e+00,7.82500000000011e-01
4.14000000000004e+00,7.85000000000011e-01
4.15000000000004e+00,7.87500000000011e-01
4.16000000000004e+00,7.90000000000011e-01
4.17000000000004e+00,7.92500000000011e-01
4.18000000000004e+00,7.95000000000011e-01
4.19000000000004e+00,7.97500000000011e-01
4.20000000000004e+00,8.00000000000011e-01
4.21000000000004e+00,8.02500000000011e-01
4.22000000000004e+00,8.05000000000011e-01
4.23000000000004e+00,8.07500000000011e-01
4.24000000000004e+00,8.10000000000011e-01
4.25000000000004e+00,8.12500000000011e-01
4.26000000000004e+00,8.15000000000011e-01
4.27000000000004e+00,8.17500000000011e-01
4.28000000000004e+00,8.20000000000010e-01
4.29000000000004e+00,8.22500000000010e-01
4.30000000000004e+00,8.25000000000010e-01
4.31000000000004e+00,8.27500000000010e-01
4.32000000000004e+00,8.30000000000010e-01
4.33000000000004e+00,8.32500000000010e-01
4.34000000000004e+00,8.35000000000010e-01
4.35000000000004e+00,8.37500000000010e-01
4.36000000000004e+00,8.40000000000010e-01
4.37000000000004e+00,8.42500000000010e-01
4.38000000000004e+00,8.45000000000010e-01
4.39000000000004e+00,8.47500000000010e-01
4.40000000000004e+00,8.50000000000010e-01
4.41000000000004e+00,8.52500000000010e-01
4.42000000000004e+00,8.55000000000010e-01
4.43000000000004e+00,8.57500000000010e-01
4.44000000000004e+00,8.60000000000010e-01
4.45000000000004e+00,8.62500000000010e-01
4.46000000000004e+00,8.65000000000010e-01
4.47000000000004e+00,8.67500000000009e-01
4.48000000000004e+00,8.70000000000009e-01
4.49000000000004e+00,8.72500000000009e-01
4.50000000000004e+00,8.75000000000009e-01
4.51000000000004e+00,8.77500000000009e-01
4.52000000000004e+00,8.80000000000009e-01
4.53000000000004e+00,8.82500000000009e-01
4.54000000000004e+00,8.85000000000009e-01
4.55000000000004e+00,8.87500000000009e-01
4.56000000000004e+00,8.90000000000009e-01
4.57000000000004e+00,8.92500000000009e-01
4.58000000000004e+00,8.95000000000009e-01
4.59000000000004e+00,8.97500000000009e-01
4.60000000000004e+00,9.00000000000009e-01
4.61000000000003e+00,9.02500000000009e-01
4.62000000000003e+00,9.05000000000009e-01
4.63000000000003e+00,9.07500000000009e-01
4.64000000000003e+00,9.10000000000009e-01
4.65000000000003e+00,9.12500000000009e-01
4.66000000000003e+00,9.15000000000008e-01
4.67000000000003e+00,9.17500000000008e-01
4.68000000000003e+00,9.20000000000008e-01
4.69000000000003e+00,9.22500000000008e-01
4.70000000000003e+00,9.25000000000008e-01
4.71000000000003e+00,9.27500000000008e-01
4.72000000000003e+00,9.30000000000008e-01
4.73000000000003e+00,9.32500000000008e-01
4.74000000000003e+00,9.35000000000008e-01
4.75000000000003e+00,9.37500000000008e-01
4.76000000000003e+00,9.40000000000008e-01
4.77000000000003e+00,9.42500000000008e-01
4.78000000000003e+00,9.45000000000008e-01
4.79000000000003e+00,9.47500000000008e-01
4.80000000000003e+00,9.50000000000008e-01
4.81000000000003e+00,9.52500000000008e-01
4.82000000000003e+00,9.55000000000008e-01
4.83000000000003e+00,9.57500000000008e-01
4.84000000000003e+00,9.60000000000008e-01
4.85000000000003e+00,9.62500000000007e-01
4.86000000000003e+00,9.65000000000007e-01
4.87000000000003e+00,9.67500000000007e-01
4.88000000000003e+00,9.70000000000007e-01
4.89000000000003e+00,9.72500000000007e-01
4.90000000000003e+00,9.75000000000007e-01
4.91000000000003e+00,9.77500000000007e-01
4.92000000000003e+00,9.80000000000007e-01
4.93000000000003e+00,9.82500000000007e-01
4.94000000000003e+00,9.85000000000007e-01
4.95000000000003e+00,9.87500000000007e-01
4.96000000000003e+00,9.90000000000007e-01
4.97000000000003e+00,9.92500000000007e-01
4.98000000000003e+00,9.95000000000007e-01
4.99000000000003e+00,9.97500000000007e-01
5.00000000000003e+00,1.00000000000000e+00
5.01000000000003e+00,1.00000000000000e+00
5.02000000000003e+00,1.00000000000000e+00
5.03000000000003e+00,1.00000000000000e+00
5.04000000000003e+00,1.00000000000000e+00
5.05000000000003e+00,1.00000000000000e+00
5.06000000000003e+00,1.00000000000000e+00
5.07000000000003e+00,1.00000000000000e+00
5.08000000000002e+00,1.00000000000000e+00
5.09000000000002e+00,1.00000000000000e+00
5.10000000000002e+00,1.00000000000000e+00
5.11000000000002e+00,1.00000000000000e+00
5.12000000000002e+00,1.00000000000000e+00
5.13000000000002e+00,1.00000000000000e+00
5.14000000000002e+00,1.00000000000000e+00
5.15000000000002e+00,1.00000000000000e+00
5.16000000000002e+00,1.00000000000000e+00
5.17000000000002e+00,1.00000000000000e+00
5.18000000000002e+00,1.00000000000000e+00
5.19000000000002e+00,1.00000000000000e+00
5.20000000000002e+00,1.00000000000000e+00
5.21000000000002e+00,1.00000000000000e+00
5.22000000000002e+00,1.00000000000000e+00
5.23000000000002e+00,1.00000000000000e+00
5.24000000000002e+00,1.00000000000000e+00
5.25000000000002e+00,1.00000000000000e+00
5.26000000000002e+00,1.00000000000000e+00
5.27000000000002e+00,1.00000000000000e+00
5.28000000000002e+00,1.00000000000000e+00
5.29000000000002e+00,1.00000000000000e+00
5.30000000000002e+00,1.00000000000000e+00
5.31000000000002e+00,1.00000000000000e+00
5.32000000000002e+00,1.00000000000000e+00
5.33000000000002e+00,1.00000000000000e+00
5.34000000000002e+00,1.00000000000000e+00
5.35000000000002e+00,1.00000000000000e+00
5.36000000000002e+00,1.00000000000000e+00
5.37000000000002e+00,1.00000000000000e+00
5.38000000000002e+00,1.00000000000000e+00
5.39000000000002e+00,1.00000000000000e+00
5.40000000000002e+00,1.00000000000000e+00
5.41000000000002e+00,1.00000000000000e+00
5.42000000000002e+00,1.00000000000000e+00
5.43000000000002e+00,1.00000000000000e+00
5.44000000000002e+00,1.00000000000000e+00
5.45000000000002e+00,1.00000000000000e+00
5.46000000000002e+00,1.00000000000000e+00
5.47000000000002e+00,1.00000000000000e+00
5.48000000000002e+00,1.00000000000000e+00
5.49000000000002e+00,1.00000000000000e+00
5.50000000000002e+00,1.00000000000000e+00
5.51000000000002e+00,1.00000000000000e+00
5.52000000000002e+00,1.00000000000000e+00
5.53000000000002e+00,1.00000000000000e+00
5.54000000000002e+00,1.00000000000000e+00
5.55000000000001e+00,1.00000000000000e+00
5.56000000000001e+00,1.00000000000000e+00
5.57000000000001e+00,1.00000000000000e+00
5.58000000000001e+00,1.00000000000000e+00
5.59000000000001e+00,1.00000000000000e+00
5.60000000000001e+00,1.00000000000000e+00
5.61000000000001e+00,1.00000000000000e+00
5.62000000000001e+00,1.00000000000000e+00
5.63000000000001e+00,1.00000000000000e+00
5.64000000000001e+00,1.00000000000000e+00
5.65000000000001e+00,1.00000000000000e+00
5.66000000000001e+00,1.00000000000000e+00
5.67000000000001e+00,1.00000000000000e+00
5.68000000000001e+00,1.00000000000000e+00
5.69000000000001e+00,1.00000000000000e+00
5.70000000000001e+00,1.00000000000000e+00
5.71000000000001e+00,1.00000000000000e+00
5.72000000000001e+00,1.00000000000000e+00
5.73000000000001e+00,1.00000000000000e+00
5.74000000000001e+00,1.00000000000000e+00
5.75000000000001e+00,1.00000000000000e+00
5.76000000000001e+00,1.00000000000000e+00
5.77000000000001e+00,1.00000000000000e+00
5.78000000000001e+00,1.00000000000000e+00
5.79000000000001e+00,1.00000000000000e+00
5.80000000000001e+00,1.00000000000000e+00
5.81000000000001e+00,1.00000000000000e+00
5.82000000000001e+00,1.00000000000000e+00
5.83000000000001e+00,1.00000000000000e+00
5.84000000000001e+00,1.00000000000000e+00
5.85000000000001e+00,1.00000000000000e+00
5.86000000000001e+00,1.00000000000000e+00
5.87000000000001e+00,1.00000000000000e+00
5.88000000000001e+00,1.00000000000000e+00
5.89000000000001e+00,1.00000000000000e+00
5.90000000000001e+00,1.00000000000000e+00
5.91000000000001e+00,1.00000000000000e+00
5.92000000000001e+00,1.00000000000000e+00
5.93000000000001e+00,1.00000000000000e+00
5.94000000000001e+00,1.00000000000000e+00
5.95000000000001e+00,1.00000000000000e+00
5.96000000000001e+00,1.00000000000000e+00
5.97000000000001e+00,1.00000000000000e+00
5.98000000000001e+00,1.00000000000000e+00
5.99000000000001e+00,1.00000000000000e+00
6.00000000000001e+00,9.99999999999999e-01
6.01000000000001e+00,9.98333333333333e-01
6.02000000000000e+00,9.96666666666666e-01
6.03000000000000e+00,9.94999999999999e-01
6.04000000000000e+00,9.93333333333333e-01
6.05000000000000e+00,9.91666666666666e-01
6.06000000000000e+00,9.89999999999999e-01
6.07000000000000e+00,9.88333333333333e-01
6.08000000000000e+00,9.86666666666666e-01
6.09000000000000e+00,9.84999999999999e-01
6.10000000000000e+00,9.83333333333333e-01
6.11000000000000e+00,9.81666666666666e-01
6.12000000000000e+00,9.80000000000000e-01
6.13000000000000e+00,9.78333333333333e-01
6.14000000000000e+00,9.76666666666666e-01
6.15000000000000e+00,9.75000000000000e-01
6.16000000000000e+00,9.73333333333333e-01
6.17000000000000e+00,9.71666666666666e-01
6.18000000000000e+00,9.70000000000000e-01
6.19000000000000e+00,9.68333333333333e-01
6.20000000000000e+00,9.66666666666666e-01
6.21000000000000e+00,9.65000000000000e-01
6.22000000000000e+00,9.63333333333333e-01
6.23000000000000e+00,9.61666666666667e-01
6.24000000000000e+00,9.60000000000000e-01
6.25000000000000e+00,9.58333333333333e-01
6.26000000000000e+00,9.56666666666667e-01
6.27000000000000e+00,9.55000000000000e-01
6.28000000000000e+00,9.53333333333333e-01
6.29000000000000e+00,9.51666666666667e-01
6.30000000000000e+00,9.50000000000000e-01
6.31000000000000e+00,9.48333333333334e-01
6.32000000000000e+00,9.46666666666667e-01
6.33000000000000e+00,9.45000000000000e-01
6.34000000000000e+00,9.43333333333334e-01
